Turks and Caicos Islands	LOCATION
Turks Islands	LOCATION
Tuvalu	LOCATION
UAE	LOCATION
Uganda	LOCATION
UK	LOCATION
Ukraine	LOCATION
United Arab Emirates	LOCATION
United Kingdom	LOCATION
United States	LOCATION
United States Virgin Islands	LOCATION
Uruguay	LOCATION
US	LOCATION
USA	LOCATION
USSR	LOCATION
US Virgin Islands	LOCATION
Uzbekistan	LOCATION
Vanuatu	LOCATION
Vatican	LOCATION
Vatican City	LOCATION
Venezuela	LOCATION
Vietnam	LOCATION
Virgin Islands	LOCATION
Wallis and Futuna	LOCATION
Wallis Islands	LOCATION
Western Sahara	LOCATION
Yemen	LOCATION
Zambia	LOCATION
Zimbabwe	LOCATION
